EditType,EditID,comment,isvandalism,user,user_edit_count,user_distinct_pages,user_warns,user_reg_time,prev_user,page_made_time,title,namespace,creator,num_recent_edits,num_recent_reversions,current_minor,current_timestamp,previous_timestamp,num_revisions_3d_before,num_revisions_3d_after
change,327234284,/* Death */,false,Ndboy,4442,1685,0,1236726813,A Star Is Here,1246066089,Death_of_Michael_Jackson,main,SlimVirgin,0,0,false,1258864523,1258838130,9,0
change,327234327,,false,B de2002,289,0,0,1179337629,B de2002,1179738455,Barun_De,main,B de2002,0,0,false,1258864551,1258863879,3,0
change,327234633,/* 1998–1999: Bankruptcy */,false,66.57.245.206,2,1,0,20091122043813,66.57.245.206,1078077429,Toni_Braxton,main,MK~enwiki,0,0,false,1258864693,1258864628,8,0
change,327234840,/* External links */,false,MikeAllen,21702,4250,3,1250792038,MikeAllen,1229130668,The_Twilight_Saga:_New_Moon,main,Aaa321aaa,0,0,true,1258864795,1258864279,87,0
change,327234948,Quick-adding category [[:Category:All-America City Award winners|All-America City Award winners]] (using [[WP:HOTCAT|HotCat]]),false,Ktr101,104342,55143,7,1191548105,CIreland,1014652275,"Lincoln,_Nebraska",main,Conversion script,0,0,true,1258864849,1258735461,3,0
change,327235026,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/114.75.148.47|114.75.148.47]] ([[User talk:114.75.148.47|talk]]) to last version by 86.141.243.62,false,A8UDI,17778,10472,29,1244251826,114.75.148.47,1036733001,The_Twelve_Apostles_(Victoria),main,Karen Johnson,1,0,true,1258864882,1258864874,3,0
change,327235309,/* Notable landmarks */ wikilink.,false,Nightscream,157090,42720,4,1109993430,Nightscream,1035290707,"Union_City,_New_Jersey",main,Ram-Man,0,0,false,1258865035,1258864862,5,0
change,327235593,Reverted 1 edit by [[Special:Contributions/75.102.128.133|75.102.128.133]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Rizalninoynapoleon|Rizalninoynapoleon]]. ([[WP:TW|TW]]),false,Craftyminion,3120,1374,0,1226364527,75.102.128.133,1082846169,Joe_Jackson_(manager),main,YOMHER,0,0,true,1258865172,1258863279,0,0
change,327235970,rvt,false,Evb-wiki,27680,4920,2,1163997571,B. Fairbairn,1014652275,John_Lennon,main,Conversion script,0,0,false,1258865356,1258865227,13,0
change,327236077,[[WP:UNDO|Undid]] revision 327204378 by [[Special:Contributions/85.72.217.4|85.72.217.4]] ([[User talk:85.72.217.4|talk]]) rvv,false,Electiontechnology,2299,522,1,1157865874,85.72.217.4,1069164666,Electronic_voting,main,Ke4roh,0,0,true,1258865414,1258850520,2,0
change,327236265,Quick-adding category [[:Category:All-America City Award winners|All-America City Award winners]] (using [[WP:HOTCAT|HotCat]]),false,Ktr101,104342,55143,7,1191548105,Wlindley,1034951483,"San_Bernardino,_California",main,Ram-Man,0,0,true,1258865514,1258811702,5,0
change,327236357,/* Finished series */,false,99.41.57.33,20,3,0,20091122045248,99.41.57.33,1112846557,List_of_programs_broadcast_by_Adult_Swim,main,Ral315,0,0,false,1258865568,1258865496,12,0
change,327236382,Reverted edits by [[Special:Contributions/67.183.251.159|67.183.251.159]] to last revision by Admit-the-truth ([[WP:HG|HG]]),false,Shadowjams,81353,53668,17,1232593148,67.183.251.159,1014651791,Sharia,main,Mav,0,0,true,1258865587,1258865562,12,0
change,327236416,,false,Johnny Mineralogist,135,0,0,1258823326,Johnny Mineralogist,1258865406,Ammonium_fluorosilicate,main,Johnny Mineralogist,0,0,false,1258865601,1258865562,4,0
change,327236534,,false,76.121.57.101,974,282,4,20091122045417,76.121.57.101,1166903724,Dirty_South_(album),main,Subvert86,0,0,false,1258865657,1258865633,12,0
change,327236550,,false,82.244.17.225,34,13,0,20091122045427,82.244.17.225,1235145666,Pneurop,main,Pneuropcom,0,0,false,1258865667,1258865061,2,0
change,327236632,/* Tourism and sites */ Fixed spelling error,false,174.50.43.13,4,4,0,20091122045514,132.198.228.248,1096905271,"Saint_John,_U.S._Virgin_Islands",main,Henrygb,0,0,false,1258865714,1255496092,1,0
change,327236641,/* Other appearances */,false,Stlyter,16,4,0,1251677354,Stlyter,1104701529,Paul_McCartney_discography,main,Kingturtle,0,0,false,1258865720,1258865639,3,0
change,327236846,,false,Az81964444,9131,1309,2,1252878055,ClueBot,1134081646,USS_United_States_vs_HMS_Macedonian,main,Roy Al Blue,0,0,false,1258865813,1254064857,1,0
change,327237281,,false,70.190.140.237,13,4,0,20091122050022,70.190.140.237,1229947753,2009_Nebraska_Cornhuskers_football_team,main,Fjbfour,0,0,false,1258866022,1258865979,12,0
change,327237289,,false,75.137.242.163,27,14,0,20091122050024,75.137.242.163,1079238395,Tim_McGraw,main,Capitalistroadster,0,0,false,1258866024,1258865872,11,0
change,327237474,,false,97.122.215.22,1,1,0,20091122050149,67.234.252.240,1155326738,Riley_Wuz_Here,main,Hoagieduck,0,0,false,1258866109,1258865842,4,0
change,327237669,,false,68.45.253.177,1,1,0,20091122050318,Lolipopz99,1038271346,U-God,main,TUF-KAT,0,0,false,1258866198,1258074441,1,0
change,327237891,Reverted 1 edit by [[Special:Contributions/74.141.109.234|74.141.109.234]] identified as [[WP:VAND|vandalism]] to last revision by [[User:65.186.71.172|65.186.71.172]]. ([[WP:TW|TW]]),false,F-22 Raptored,5498,0,0,1228444979,74.141.109.234,1016700415,Korn,main,WojPob,0,0,true,1258866308,1258865522,8,0
change,327237997,/* Real-time strategy games */,true,99.229.66.214,8,5,1,20091122050617,McGeddon,1097278153,Online_game,main,66.71.220.151,0,0,false,1258866377,1258627310,3,0
change,327238153,"/* Other bridges */ * [[Cambridge Guided Busway]]: '''A14 bridge''', '''Hills Road Bridge''', '''Long Road Bridge''', '''Shelford Road Bridge''' and '''Hauxton Road Bridge''' on usurped former railway lines, plus a new '''Addenbrooke's Bridge''' lead",false,Sladen,26911,8345,0,1088575789,GuillaumeTell,1092265587,List_of_bridges_in_Cambridge,main,Smb1001,0,0,false,1258866464,1256317849,1,0
change,327238336,/* New lines */,false,Alumnum,10739,3808,1,1228849739,Alumnum,1085287906,São_Paulo_Metro,main,Gwidion,0,0,false,1258866557,1258866491,9,0
change,327238665,/* Current On-Air Talent */,false,24.101.130.215,25,3,0,20091122051204,Radiohawk,1123037421,WKBN-TV,main,Maurice Giovanni,0,0,false,1258866724,1257785555,1,0
change,327238722,/* External links */ Added categories for the teams involved.,false,Dale Arnett,274515,0,0,1065932227,Jweiss11,1228546316,2008_MAC_Championship_Game,main,Latics,0,0,false,1258866751,1256224011,1,0
change,327238842,,false,Az81964444,9131,1309,2,1252878055,Az81964444,1092705536,General_Sherman_incident,main,66.214.243.231,0,0,false,1258866827,1258852903,8,0
change,327238870,Replacing {{IPAr|pl| with {{IPAc-pl|,false,Chris G,20253,0,5,1156663762,Kotniski,1196107724,"Niesułowice,_Lower_Silesian_Voivodeship",main,Kotbot,0,0,true,1258866846,1250180175,1,0
change,327239039,/* Shinobu Sensui */,true,71.126.184.4,4,2,0,20091122051546,Drpryr,1136144991,List_of_YuYu_Hakusho_characters,main,WhisperToMe,0,0,false,1258866946,1258843526,6,0
change,327239241,/* P-38 Lightning missions */,false,Reedmalloy,53906,3216,0,1207900433,Reedmalloy,1159494930,Robin_Olds,main,Nobunaga24,0,0,false,1258867067,1258866768,5,0
change,327239642,/* Births */,false,153.106.4.94,1176,742,12,20091122052142,PseudoBot,1014652275,June_1,main,Conversion script,0,0,false,1258867302,1258399415,1,0
change,327239762,/* External links */,false,Ericystephi,52136,2080,2,1147704809,Ericystephi,1147619618,Copa_Perú,main,Curswine,0,0,true,1258867374,1258865187,12,0
change,327239803,/* The Judicial Task force on Judicial Impeachments */  {{usbill}},false,Guy0307,3713,1375,2,1153498233,Ericl,1114447360,Impeachment_in_the_United_States,main,Iota,0,0,false,1258867397,1258404548,1,0
change,327240021,add reception section,false,BOZ,92427,31636,15,1138677386,JaGa,1094679012,Cosmology_of_Kyoto,main,Ralpharama,0,0,false,1258867518,1258820196,2,0
change,327240254,/* International relations */Adding main article link using [[Project:AutoWikiBrowser|AWB]],false,Marek69,195899,100969,44,1148073519,Marek69,1112439117,Orosháza,main,212.92.8.20,0,0,false,1258867642,1258048783,1,0
change,327240417,,false,Marc87,65805,25221,3,1213300974,Riskrunner,1076348352,Yvan_Cournoyer,main,142.217.120.12,0,0,false,1258867734,1255210868,1,0
change,327240436,/* Design and construction */Removing stub templates and or general fixes using [[Project:AutoWikiBrowser|AWB]],false,Brad101,66789,46183,0,1146382131,Cydebot,1225834900,SM_U-11_(Austria-Hungary),main,Bellhalla,0,0,true,1258867744,1254455408,1,0
change,327240476,,false,58.169.69.81,7,3,0,20091122052934,58.169.69.81,1050099470,South_of_Heaven,main,24.130.213.242,0,0,false,1258867774,1258867647,6,0
change,327240504,/* Life */,false,Gordon Ecker,3787,0,0,1191208328,Ghmyrtle,1251580418,Flora_Klickmann,main,Ghmyrtle,0,0,true,1258867791,1251930748,1,0
change,327240795,added more information,false,Warrior4321,5508,2286,1,1195254087,Warrior4321,1257150108,List_of_monarchs_of_the_Sasanian_Empire,main,Persia2099,0,0,false,1258867984,1258776467,4,0
change,327240827,/* Bibliography */ repetitive,false,71.201.166.40,15,11,0,20091122053319,Cydebot,1163989987,John_Behr,main,Mrhsj,0,0,false,1258867999,1257621452,1,0
change,327240897,,false,Genstorm555,1161,273,4,1241188791,122.164.186.85,1172248895,Karapakkam,main,Kavusmustafa,0,0,false,1258868051,1258027870,1,0
change,327240905,/* Albums */ cannot confirm album exists,false,CuriousEric,6834,2395,0,1143292465,Mungo Kitsch,1044143640,Iron_Butterfly,main,John Price,0,0,false,1258868057,1258784268,11,0
change,327240945,/* Art */,false,Africabalance,235,8,0,1237266797,Africabalance,1014652275,Sub-Saharan_Africa,main,Conversion script,1,0,false,1258868092,1258868044,18,0
change,327241278,/* Births */,true,74.73.246.147,4,4,0,20091122053809,PseudoBot,1013975635,July_1,main,Conversion script,0,0,false,1258868289,1258714893,8,0
change,327241681,{{Hampden-Sydney Tigers football coach navbox}} and cleaned a lot of other stuff up; added categories,false,Jrcla2,158600,85839,3,1163721782,Auntof6,1196543861,Jim_Hickey_(American_football),main,MadeYourReadThis,0,0,false,1258868530,1246225641,1,0
change,327241722,,false,68.81.164.123,1,1,0,20091122054235,Rodhullandemu,1013704935,Robert_Burns,main,Derek Ross,0,0,false,1258868555,1258663081,3,0
change,327241791,[[WP:AES|←]]Redirected page to [[Samurai Sentai Shinkenger#Shinkenger vs. Go-onger]],false,Ryulong,218132,44626,74,1139208332,Eeekster,1258864938,Samurai_Sentai_Shinkenger_vs._Go-onger:_GinmakuBang!!,main,AlienX2009,0,0,false,1258868605,1258865632,3,0
change,327242121,,false,63.28.134.81,2,1,0,20091122054646,63.28.134.81,1120158435,Negative_Approach,main,NamShubCMX,0,0,false,1258868806,1258868218,2,0
change,327242265,/* Medical use */ Language,false,ButOnMethItIs,2140,1035,0,1258447085,ButOnMethItIs,1026676379,Methamphetamine,main,Roadrunner,0,0,true,1258868888,1258868756,36,0
change,327242290,/* Gameplay */,false,69.127.105.16,17,6,3,20091122054823,69.127.105.16,1100099014,Toontown_Online,main,202.156.2.138,1,0,false,1258868903,1258868884,3,0
change,327242385,/* External links */,false,Canihaveacookie,21450,2588,0,1198019165,Canihaveacookie,1160699566,Rocco_Pranno,main,MadMax,0,0,false,1258868953,1258868899,7,0
change,327242400,/* Charts */,false,120.19.16.125,16,15,0,20091122054924,121.1.53.31,1173965569,Like_a_Rose_(song),main,Malibu wkd,0,0,false,1258868964,1257551730,1,0
change,327242497,/* Overview */,true,216.67.91.249,2,1,0,20091122055038,Mrwojo,1025741128,"Guns,_Germs,_and_Steel",main,207.172.11.233,0,0,false,1258869038,1258609171,1,0
change,327242662,/* Group 1 */ added time zone markers; corrected multiple goal listings; linked referee nationalities to football associations,false,Cassius1213,2055,603,0,1145145743,Cassius1213,1039702982,1970_FIFA_World_Cup,main,Mintguy,0,0,false,1258869146,1258867553,4,0
change,327242846,,false,Az81964444,9131,1309,2,1252878055,Az81964444,1192046934,Battle_of_Yeongpyeong_(1999),main,XavierGreen,0,0,false,1258869267,1258781341,3,0
change,327243221,/* References */ typo,false,Nbarth,34492,14303,1,1131662810,Nbarth,1258516421,Covering_groups_of_the_alternating_and_symmetric_groups,main,Nbarth,0,0,true,1258869497,1258658609,2,0
change,327243272,/* References */,true,98.113.90.243,4,1,2,20091122055846,Scanlan,1171228381,Radio_Télévision_Nationale_d'Haïti,main,Goldigoldigoldierg,0,0,false,1258869526,1248212617,1,0
change,327243285,"That's already a terrible matchup, never mind the fact that's definitely not happening. Revert vandalism.",false,71.197.150.83,29,15,0,20091122055856,71.57.82.126,1243539923,The_Ultimate_Fighter:_Heavyweights_Finale,main,Drr-darkomen,0,0,false,1258869536,1258869356,26,0
change,327243433,/* Victoria */,false,211.28.139.69,5,3,0,20091122060027,130.102.0.175,1168867434,Water_restrictions_in_Australia,main,Roke,0,0,false,1258869627,1255847407,1,0
change,327243482,,false,Ccacsmss,7222,3650,2,1208811040,Suffusion of Yellow,1014875304,Mount_Everest,main,8.253,0,0,false,1258869658,1258799039,10,0
change,327243598,,false,Farine,10963,1556,0,1144413953,Farine,1096737215,Mont-Laurier,main,Céçaquiéça,0,0,false,1258869745,1258869167,2,0
change,327244105,[[Herb chopper]],false,Reinyday,21309,11401,1,1094335084,FiveRings,1078138829,List_of_food_preparation_utensils,main,Sfdan,0,0,false,1258870095,1257107697,1,0
change,327244218,/* Non-medical uses of quinine */ added mention of San Pellegrino Chinotto in Canada,false,69.172.94.21,8,8,0,20091122060952,174.51.139.161,1014651791,Quinine,main,Conversion script,0,0,false,1258870192,1258780468,3,0
change,327244299,,false,99.40.155.147,465,320,0,20091122061053,Rodhullandemu,1167326212,Timespace:_The_Best_of_Stevie_Nicks,main,NendoShisu,0,0,false,1258870253,1257601548,1,0
change,327244465,,false,99.63.249.48,1,1,0,20091122061304,Shadowjams,1061427785,The_Little_Mermaid,main,24.87.242.0,0,0,false,1258870384,1258865125,16,0
change,327244642,+link,false,H Padleckas,5975,0,0,1082961010,H Padleckas,1013144623,Polymer,main,Sodium,0,0,true,1258870521,1258869286,7,0
change,327244754,/* Manchukuo */,false,LLTimes,5553,1695,0,1216679060,LLTimes,1113893798,Wanrong,main,SkyNet,0,0,false,1258870598,1258870553,2,0
change,327244798,,false,Academia salad,105,0,0,1150851060,Academia salad,1134839642,Low-level_laser_therapy,main,AcademiaSalad,0,0,false,1258870623,1258869126,16,0
change,327244947,,false,67.162.113.118,19,17,0,20091122061835,99.142.20.211,1082656413,Last.fm,main,152.15.230.191,0,0,false,1258870715,1258825051,11,0
change,327245130,/* New sees in the Western states */,false,Ed.vasquez,34,13,0,1209668757,ADM,1257059223,Pope_Pius_IX_and_the_United_States,main,ADM,0,0,true,1258870840,1257065601,1,0
change,327245305,[[WP:UNDO|Undid]] revision 327235083 by [[Special:Contributions/72.144.29.184|72.144.29.184]] ([[User talk:72.144.29.184|talk]]),false,Blue954,1399,862,0,1208465494,72.144.29.184,1123518755,Madeline,main,69.133.141.131,0,0,false,1258870951,1258864910,2,0
change,327245328,/* MMA record */ add mmabox,false,Justinsane15,8993,1404,0,1228350574,LOL,1191788703,Ben_Saunders_(fighter),main,Ref cameron,0,0,false,1258870972,1258867254,12,0
change,327245350,,true,206.210.103.149,6,4,0,20091122062303,WikHead,1137214986,Darrick_Martin,main,Freakofnurture,0,0,false,1258870983,1257564998,1,0
change,327245421,South Atlantic Intercollegiate Athletic Association from 1907-09,false,Jrcla2,158600,85839,3,1163721782,Jrcla2,1253938114,"William_&_Mary_Tribe_football,_1900–09",main,Jrcla2,0,0,false,1258871031,1255806442,1,0
change,327245610,,false,Ravichandra71,174,54,0,1234019622,Piano non troppo,1206253789,Maruti_Suzuki_Swift_DZire,main,Sanjayseptember,0,0,false,1258871146,1255937458,1,0
change,327245676,/* After the Restoration */,true,24.5.217.42,4,2,1,20091122062635,192.112.54.2,1018300874,Andrew_Marvell,main,156.99.90.177,0,0,false,1258871195,1257261645,1,0
